;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Live Spectrum 25-Jul-19 2:57:58 PM;Live Spectrum 25-Jul-19 2:57:59 PM;Live Spectrum 25-Jul-19 2:58:00 PM;Live Spectrum 25-Jul-19 2:58:01 PM;Live Spectrum 25-Jul-19 2:58:02 PM;Live Spectrum 25-Jul-19 2:58:03 PM;Live Spectrum 25-Jul-19 2:58:04 PM;Live Spectrum 25-Jul-19 2:58:05 PM;Live Spectrum 25-Jul-19 2:58:06 PM;Live Spectrum 25-Jul-19 2:58:07 PM;Live Spectrum 25-Jul-19 2:58:08 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
275,726;-65;-42;248;363;349;348;378;359;361;314;349;246;341;440;434;412;-21;-23;82;-62;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;
799,552;30,199;45,914;641,62;583,2;593,11;635,05;571,98;547,32;573,51;532,31;581,99;634,52;572,1;627,19;558,3;557,79;22,689;-1,7549;-16,431;-55,199;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;17,285;
799,881;19,566;41,273;625,24;611,1;597,03;611,09;565,59;515,09;541,99;520,02;569,87;604;542,24;636,99;600,6;594,21;1,4548;-8,5522;-0,35325;-1,3184;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;-0,67865;
800,210;-28;13,484;574,88;618,4;598,5;627,64;619,56;552,36;528,2;562,44;544,98;561,01;620,73;584,43;598,49;519,11;27,09;4,8154;-2,948;-24,341;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;-56,607;
800,539;-41,784;14,298;515,45;617,18;573,14;622,03;649,28;575,3;511,27;528,78;529,14;530,2;624,11;536,77;587,36;521,54;18,363;-52,51;22,726;-8,9967;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;-56,911;
800,868;-48,87;31,485;578,07;607,91;527,02;622,04;623,21;574,1;536,73;535,47;558,66;583,35;645,35;603,87;592,03;567,4;38,552;-79,385;17,081;-7,1993;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;-21,373;
801,197;-26,759;16,724;568,07;566,96;565,62;584,17;616,31;552,62;578,96;529,72;564,96;572,93;629,17;587,14;581,79;542,76;12,523;-46,797;8,3436;14,656;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;-12,307;
801,526;-5,9318;-4,2717;550,14;567,22;547,73;553,71;590,44;529,32;634,08;563,86;565,74;568,73;650,98;549,36;574,37;531,58;-30,186;-23,492;35,712;5,0849;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;-17,525;
801,855;23,037;0,78114;568,43;555,83;579,13;547,85;549,44;565,27;612,21;584,77;545,27;538,8;622,12;554,64;558,2;541,14;31,126;-33,514;29,573;14,169;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;25,397;
802,184;27;50,448;593,42;565,43;546,04;589,97;577,71;592,5;594,14;563,48;559,81;533,08;587,57;596,38;559,04;553,95;40,91;-12,444;19,865;20,996;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;35,762;
802,513;51,519;47,362;611,29;590,54;549,13;605,02;591,43;545,26;561,18;523,55;551,06;537,95;574,72;569,33;506,28;576,76;28,351;-24,805;25,568;16,465;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;0,78418;
802,842;61,038;-9,4945;574,18;584,82;576,86;577,29;556,28;562,32;541,82;546,25;552,57;511,39;549,65;550,86;522,53;544,04;34,572;-23,68;13,07;-11,713;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;-33,217;
803,171;18,548;-51,38;577,47;555,99;601,66;565,41;575,65;566,9;570,87;520,22;544,84;560,74;560,77;550,41;552;543,41;16,986;-17,387;32,693;-31,949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
803,500;-11,24;-16,214;570,22;535,34;617,34;588,02;613,56;540,89;566,35;475,81;544,58;576,16;591,79;561,65;570,42;550,03;14,271;-10,611;47,725;0,93128;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;-5,3321;
803,829;-24,456;28,134;545,83;539,84;557,64;609,12;619,59;543,18;514,4;499,5;516,42;521,32;559,06;531,25;564,25;554,61;20,515;-22,183;53,039;-9,0464;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;-27,834;
804,158;-29;27,581;596,36;542,35;532,38;577,29;543,33;592,68;539,66;535,39;516,41;507,21;541,88;571,15;550,64;570,8;24,055;-71,682;-0,034579;-21,12;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;-43,989;
804,487;-34,674;18,885;641,9;558,4;550,88;605,97;552,24;586,82;575,15;552,46;493,04;574,49;557,31;600,99;573,32;557,77;12,494;-68,4;-16,02;-6,6004;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;-22,884;
804,816;-37,369;13,369;602,95;589,68;574,32;626,26;581,32;565,47;573,95;540,74;518,47;583,16;555,16;532,32;567,21;518,42;-1,9474;-30,527;-2,3153;-28,684;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;-19,789;
805,145;-14,599;6,5481;568,27;577,97;558,65;619,57;574,65;545,67;565,2;529,97;569,03;592,41;535,83;525,18;586,82;465,46;-4,2212;-17,832;-33,106;-21,8;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;-36,684;
805,474;-1,9262;24,358;600,99;587,44;571,54;576,62;540,46;542,14;525,29;494,56;572,69;577,55;578,86;523,24;587,54;494,35;13,8;-27,474;-51,926;-16,284;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;-7,2532;
805,803;9,0612;-21,068;612,19;587,03;578,73;550,08;539,41;569,18;547,48;569,16;576,71;512,69;578,65;546,07;560,1;536,03;36,578;-14,708;-1,3335;-29,041;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;40,197;
806,132;12,475;-55,432;570,76;569,16;568,43;532,47;588,67;576,32;548,69;567,41;575,77;513,19;560,39;557,4;578,03;518,73;14,289;-12,367;24,95;10,171;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;23,469;
806,461;26,848;-13,304;570,64;602,33;555,84;613,56;621,37;563,89;550,8;504,21;563,95;542,06;573,53;579,91;585,89;532,06;-6;-17,525;25,899;26,889;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;-3,7373;
806,790;34,923;12,282;552,26;600,87;539,92;616,1;584,13;565,67;508,82;508,26;588,72;542,97;563,67;584,26;594,74;529,44;18,769;-39,769;28,923;11,231;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;-18,564;
807,120;14,385;3,5949;584,26;586,8;593,86;612,05;542,99;576,41;505,64;536,82;571,97;516,18;578,22;586,83;590,59;546,43;42,006;-16,161;37,213;19,009;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;-23,195;
807,449;-24,73;-12,226;595,49;597,34;631,17;625,05;584,51;538,43;562,28;531,83;560,23;505,45;624,34;536,31;578,55;508,98;54,558;7,3323;42,332;32,947;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;-32,226;
807,778;29,787;-24,355;569,91;585,2;571,52;636,02;601,07;506,4;579,62;531,44;554,31;546,82;598,83;550,48;591,31;477,11;5,8763;-31,082;38,756;13,116;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;-41,866;
808,107;17,659;-25,101;556,77;550,31;489,79;562,01;607,19;528,95;574,94;513,05;554,23;531,12;594,79;519,53;552,52;501,79;-23,202;-20,715;47,496;15,092;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;-7,5495;
808,436;12,693;39,759;561,02;615,86;572,48;606,32;586,37;544,64;564,27;524,41;524,87;513,15;578,37;569,23;570,73;496,32;26,014;25,693;-9,4706;38,525;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;-18,557;
808,765;4,4216;59,936;584,34;621,36;606,15;613,81;613,88;548,93;599,95;554,06;504,04;528,44;516,15;528,27;540,33;474,87;57,895;-24,496;-9,9423;45,345;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;21,636;
809,094;-50,628;-0,6193;608,65;626,98;597,99;592;609,69;547;589,03;598,63;592,92;568,3;569,93;551,6;524,99;504,97;49,677;-45,013;0,0071953;16,359;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;21,361;
809,423;-27,991;15,654;607,2;589,22;595,58;586,23;599,39;507,76;555,4;543,88;586,54;522,71;579,21;522;536,74;540,6;41,292;-73,884;21,728;-7,4788;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;-6,187;
809,752;-28,337;-11,493;558,95;610,43;569,6;552,03;627,84;559,52;577,97;547,54;536,53;512,96;621,44;541,25;517,66;552,44;34,494;-36,624;0,27313;-18,195;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;-42,974;
810,081;-39,399;-20,412;546,69;581,35;534,52;583,46;593,84;611,98;546,54;538,43;528,5;538,08;609,93;512,95;514,29;492,46;15,216;-3,6079;-35,98;6,2743;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;-50,706;
810,410;-39,289;19,109;601,16;598,37;558,11;542,6;583,24;638,05;634,3;495,73;549,19;540,74;554,92;567,03;568,16;497,98;22,923;8,5272;-10,18;-9,7135;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;-49,421;
810,739;26,68;-3,8099;595,29;577,91;577,77;556,98;562,46;533,85;605,1;499,6;536,07;546,94;523,12;494,07;560,13;487,9;38,383;-8,9311;17,713;-15,948;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;-10,303;
811,068;-31,572;12,057;621,65;605,05;604,93;544,14;586,72;515,19;557,94;557,32;597,64;555,86;522,13;566,16;560,73;527,38;43,466;30,651;-18,053;21,921;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;-14,793;
811,397;-10,628;-45,496;574,69;602,88;628,15;522,83;575,18;528,47;567,38;525,37;591,73;537,15;544,85;505;578,4;548,72;0,81785;15,241;30,284;8,9418;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;-18,277;
811,726;16,071;-23,643;602,38;612,12;602,01;616,52;532,23;573,85;538,23;543,53;558,32;558,73;595,85;608,34;597,36;541,68;25,309;0,22025;23,274;6,0476;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;-44,97;
812,055;22,069;-37,388;561,22;551,02;608,11;559,77;544,02;536,6;561,53;476,74;524,91;516,6;636,09;567,07;569,01;580,43;45,672;-23,25;-8,2499;-15,017;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;-27,147;
812,384;-23,726;-5,5039;610,97;532,56;559,26;620,22;549,44;514,77;593,81;516,86;573,85;578,88;589,49;610,31;542,65;562,63;22,301;-33,894;-6,4335;-11,097;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;-26,788;
812,713;-14,873;-13,756;582,59;552,76;555,06;600,75;586,93;539,87;568,39;564,24;559,97;574,92;506,83;514,62;562,5;539,78;23,693;-80,044;-6,3707;-1,6781;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;-40,063;
813,042;32,703;-2,1585;621,33;566,02;583,66;562,53;589,78;507,7;606,51;538,32;523,13;535,12;538,72;492,02;466,35;523,97;-26,128;-36,664;5,0296;20,049;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;21,96;
813,371;-21,253;22,333;575,44;569,63;587,56;599,92;574,99;589,91;590,35;586,12;545,28;543,27;556,69;546,87;490,61;545,4;8,173;-60,413;-0,13328;7,1068;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;22,547;
813,700;-23,624;4,7241;610,68;635,18;581,22;581,12;543,95;577,17;565,85;613,03;558,6;598,98;646,28;533,42;539,13;503,15;18,175;-43,424;-12,725;2,175;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;-60,203;
814,029;1,5948;-29,29;536,48;621,38;585,86;604,29;598,25;595,94;569,53;479,59;560;553,09;531,94;547,25;613,11;527,31;-6,2685;-36,326;15,126;-20,595;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;-11,726;
814,358;-22,006;-6,1457;591,29;626,18;573,42;588,78;554,84;568,75;588,82;548,9;587,16;530,12;570,5;601,92;549,62;505,15;2,5785;-41,941;56,643;14,038;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;-10,881;
814,687;-29,581;14,485;559,26;634,88;585,63;578,98;548,44;538,05;562,75;522,12;635,88;540,9;557,91;521,53;533,42;505,16;24,787;4,3167;11,382;21;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;24,853;
815,016;75,542;-44,93;597,36;665,66;601,08;635,57;584,76;648,26;549,28;506,28;526,99;579,63;601,1;555,85;521,66;526,93;41,956;-42,952;55,335;14,894;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;3,9602;
815,345;-42,472;22,017;544,78;632,88;595,93;575,94;570,55;565,12;539,16;537,71;519,72;532,85;562,92;523,22;553,59;521,16;11,295;-86,357;35,598;59,964;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;27,402;
815,674;-4,4556;36,479;657,05;636,06;621,88;621,65;585,02;539,46;549,65;579,63;554,15;566,31;617,02;567,27;588,46;492,23;-12,709;-51,581;18,562;-20,004;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;-3,0433;
816,003;-58,828;15,211;589,29;597,96;605,03;613,47;593,36;538;569,16;541,33;577,07;525,61;551,37;523,07;562,04;547,1;5,8812;-42,461;-15,684;19,933;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;43,841;
816,333;-58,56;-14,602;652,76;605,96;598,4;589,92;541,56;578,48;558,12;568,28;566,12;600,12;590;583,32;626,16;512,52;-10,401;-88,923;-5,1992;-26,523;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;40,72;
